Ranking Week,Rank,Name,Country,Points,Tournaments,Member ID
1/31/2023,33,Nhat NGUYEN,IRL,37199,18,85095
1/31/2023,34,Hans-Kristian Solberg VITTINGHUS,DEN,36392,15,53753
1/31/2023,35,LIN Chun-Yi,TPE,34120,13,86114
1/31/2023,36,Misha ZILBERMAN,ISR,33704,13,52953
1/31/2023,37,HEO Kwang Hee,KOR,32295,13,68718
1/31/2023,38,Mark CALJOUW,NED,31590,15,76973
1/31/2023,39,Arnaud MERKLE,FRA,30323,13,59543
1/31/2023,40,Brice LEVERDEZ,FRA,29820,12,52968
1/31/2023,41,Christo POPOV,FRA,28950,12,72885
1/31/2023,42,Kevin CORDON,GUA,27587,9,54897
1/31/2023,43,Koki WATANABE,JPN,27250,11,97174
1/31/2023,44,CHEAM June Wei,MAS,27020,16,92796
1/31/2023,45,Mithun MANJUNATH,IND,26871,10,62720
1/31/2023,46,Victor SVENDSEN,DEN,26840,15,59420
1/31/2023,47,Ygor COELHO,BRA,26489,14,96429
1/31/2023,48,Chia Hao LEE,TPE,25710,17,59322
1/31/2023,49,SAI PRANEETH B.,IND,25660,13,42776
1/31/2023,50,Luís Enrique PEÑALVER,ESP,24933,12,71221
1/31/2023,51,Sameer VERMA,IND,24740,8,77003
1/31/2023,52,Kiran GEORGE,IND,24597,13,68317
1/31/2023,53,Mads CHRISTOPHERSEN,DEN,24400,13,83938
1/31/2023,54,Meiraba Luwang MAISNAM,IND,23980,14,91651
1/31/2023,55,Jan LOUDA,CZE,23540,13,61423
1/31/2023,56,PARUPALLI Kashyap,IND,23430,8,53944
1/31/2023,57,Magnus JOHANNESEN,DEN,22900,16,97030
1/31/2023,58,SOONG Joo Ven,MAS,22570,11,87117
1/31/2023,59,Jason Anthony HO-SHUE,CAN,22267,9,93791
1/31/2023,60,Priyanshu RAJAWAT,IND,22046,10,69093
1/31/2023,61,Christian ADINATA,INA,21731,10,69006
1/31/2023,62,Kai SCHAEFER,GER,21552,15,20808
1/31/2023,63,Riku HATANO,JPN,21304,13,62018
1/31/2023,64,Jia Heng Jason TEH,SGP,21259,17,82606
1/31/2023,65,JEON Hyeok Jin,KOR,20999,9,65580
1/31/2023,66,LEONG Jun Hao,MAS,20967,12,84838
1/31/2023,67,Uriel Francisco CANJURA ARTIGA,ESA,20950,10,74579
1/31/2023,68,CHI Yu Jen,TPE,20910,16,77848
1/31/2023,69,Alex LANIER,FRA,20765,11,94580
1/31/2023,70,Kalle KOLJONEN,FIN,20591,12,92655
1/31/2023,71,Minoru KOGA,JPN,20560,10,80062
1/31/2023,72,Felix BURESTEDT,SWE,20465,13,83985
1/31/2023,73,Yushi TANAKA,JPN,20230,10,86672
1/31/2023,74,LU Chia Hung,TPE,20209,16,91254
1/31/2023,75,Ikhsan Leonardo Imanuel RUMBAY,INA,20111,11,90657
1/31/2023,76,Jonathan MATIAS,BRA,19835,10,86470
1/31/2023,77,SU Li Yang,TPE,19320,16,94397
1/31/2023,78,Tommy SUGIARTO,INA,18990,9,14587
1/31/2023,79,Ade Resky DWICAHYO,AZE,18900,16,78890
1/31/2023,80,DANYLO BOSNIUK,UKR,18598,15,58328
1/31/2023,81,Max WEISSKIRCHEN,GER,18480,10,84815
1/31/2023,82,SON Wan Ho,KOR,18340,5,54346
1/31/2023,83,Lucas CLAERBOUT,FRA,18290,12,89506
1/31/2023,84,Joran KWEEKEL,NED,17973,12,62286
1/31/2023,85,Bernardo ATILANO,POR,17818,11,83597
1/31/2023,86,Kartikey GULSHAN KUMAR,IND,17550,11,64794
1/31/2023,87,Sholeh AIDIL,MAS,17387,13,79110
1/31/2023,88,Julien CARRAGGI,BEL,17158,16,70399
1/31/2023,89,Thomas ROUXEL,FRA,17110,7,38500
1/31/2023,90,Pablo ABIAN,ESP,16250,12,14251
1/31/2023,91,CHEN Chi Ting,TPE,16150,13,76994
1/31/2023,92,YEOH Seng Zoe,MAS,16080,12,95952
1/31/2023,93,S.Sankar Muthusamy SUBRAMANIAN,IND,15570,17,91814
1/31/2023,94,Sathish Kumar KARUNAKARAN,IND,15410,12,79164
1/31/2023,95,CHAN Yin Chak,HKG,15183,11,57924
1/31/2023,96,Harshit AGGARWAL,IND,14980,12,58670
1/31/2023,97,Tobias KUENZI,SUI,14877,13,60427
1/31/2023,98,Milan DRATVA,SVK,14780,18,68819
1/31/2023,99,Lino MUNOZ,MEX,14778,9,96461
1/24/2023,1,Viktor AXELSEN,DEN,114156,15,25831
1/24/2023,2,Anthony Sinisuka GINTING,INA,77579,18,95661
1/24/2023,3,Jonatan CHRISTIE,INA,77462,19,73442
1/24/2023,4,LEE Zii Jia,MAS,76588,16,81561
1/24/2023,5,CHOU Tien Chen,TPE,76476,17,34810
1/24/2023,6,Kunlavut VITIDSARN,THA,72229,14,64032
1/24/2023,7,Kodai NARAOKA,JPN,70520,17,62063
1/24/2023,8,LOH Kean Yew,SGP,69244,18,76115
1/24/2023,9,PRANNOY H. S.,IND,64280,17,83950
1/24/2023,10,LU Guang Zu,CHN,58230,19,77427
1/24/2023,11,ZHAO Jun Peng,CHN,55161,17,95930
1/24/2023,12,Lakshya SEN,IND,54714,15,68870
1/24/2023,13,Kenta NISHIMOTO,JPN,51169,15,85394
1/24/2023,14,KIDAMBI Srikanth,IND,50651,16,93627
1/24/2023,15,Rasmus GEMKE,DEN,50251,11,62855
1/24/2023,16,LEE Cheuk Yiu,HKG,49331,17,94780
1/24/2023,17,Kanta TSUNEYAMA,JPN,49328,11,57823
1/24/2023,18,NG Ka Long Angus,HKG,48967,15,45171
1/24/2023,19,Kento MOMOTA,JPN,48444,11,89785
1/24/2023,20,LI Shi Feng,CHN,47543,15,95476
1/24/2023,21,Anders ANTONSEN,DEN,46953,9,91554
1/24/2023,22,WANG Tzu Wei,TPE,46946,14,87375
1/24/2023,23,Chico Aura DWI WARDOYO,INA,46698,16,71408
1/24/2023,24,WENG Hong Yang,CHN,43113,13,77042
1/24/2023,25,Toma Junior POPOV,FRA,43063,16,61628
1/24/2023,26,Shesar Hiren RHUSTAVITO,INA,42733,16,81887
1/24/2023,27,SHI Yu Qi,CHN,42550,8,57945
1/24/2023,28,NG Tze Yong,MAS,40694,16,81362
1/24/2023,29,Kantaphon WANGCHAROEN,THA,40642,18,92508
1/24/2023,30,Brian YANG,CAN,39740,17,63122
1/24/2023,31,LIEW Daren,MAS,39239,16,52864
1/24/2023,32,Sitthikom THAMMASIN,THA,38926,16,58963
1/24/2023,33,Nhat NGUYEN,IRL,37199,18,85095
1/24/2023,34,Hans-Kristian Solberg VITTINGHUS,DEN,36392,15,53753
1/24/2023,35,LIN Chun-Yi,TPE,34030,12,86114
1/24/2023,36,Misha ZILBERMAN,ISR,33704,13,52953
1/24/2023,37,HEO Kwang Hee,KOR,33675,14,68718
1/24/2023,38,Mark CALJOUW,NED,32530,15,76973
1/24/2023,39,Christo POPOV,FRA,31280,13,72885
1/24/2023,40,Brice LEVERDEZ,FRA,30370,13,52968
1/24/2023,41,Arnaud MERKLE,FRA,30323,13,59543
1/24/2023,42,Mithun MANJUNATH,IND,29471,10,62720
1/24/2023,43,Kiran GEORGE,IND,29217,13,68317
1/24/2023,44,Kevin CORDON,GUA,27587,9,54897
1/24/2023,45,Koki WATANABE,JPN,27180,10,97174
1/24/2023,46,Sameer VERMA,IND,26960,9,77003
1/24/2023,47,CHEAM June Wei,MAS,26910,16,92796
1/24/2023,48,Victor SVENDSEN,DEN,26840,14,59420
1/24/2023,49,Ygor COELHO,BRA,26489,13,96429
1/24/2023,50,Chia Hao LEE,TPE,25710,17,59322
1/24/2023,51,SAI PRANEETH B.,IND,25660,12,42776
1/24/2023,52,Luís Enrique PEÑALVER,ESP,24933,12,71221
1/24/2023,53,Meiraba Luwang MAISNAM,IND,24570,15,91651
1/24/2023,54,Priyanshu RAJAWAT,IND,24506,10,69093
1/24/2023,55,Mads CHRISTOPHERSEN,DEN,24400,13,83938
1/24/2023,56,SOONG Joo Ven,MAS,24360,12,87117
1/24/2023,57,Jan LOUDA,CZE,23540,13,61423
1/24/2023,58,PARUPALLI Kashyap,IND,23430,8,53944
1/24/2023,59,Magnus JOHANNESEN,DEN,22900,16,97030
1/24/2023,60,Jason Anthony HO-SHUE,CAN,22267,9,93791
1/24/2023,61,Kai SCHAEFER,GER,21552,15,20808
1/24/2023,62,Riku HATANO,JPN,21304,13,62018
1/24/2023,63,Jia Heng Jason TEH,SGP,21259,17,82606
1/24/2023,64,JEON Hyeok Jin,KOR,20999,9,65580
1/24/2023,65,LEONG Jun Hao,MAS,20967,12,84838
1/24/2023,66,Uriel Francisco CANJURA ARTIGA,ESA,20950,10,74579
1/24/2023,67,CHI Yu Jen,TPE,20910,16,77848
1/24/2023,68,Tommy SUGIARTO,INA,20780,9,14587
1/24/2023,69,Alex LANIER,FRA,20765,11,94580
1/24/2023,70,Kalle KOLJONEN,FIN,20591,12,92655
1/24/2023,71,Minoru KOGA,JPN,20560,10,80062
1/24/2023,72,Felix BURESTEDT,SWE,20465,13,83985
1/24/2023,73,Yushi TANAKA,JPN,20230,10,86672
1/24/2023,74,LU Chia Hung,TPE,20209,16,91254
1/24/2023,75,Ikhsan Leonardo Imanuel RUMBAY,INA,20041,10,90657
1/24/2023,76,DANYLO BOSNIUK,UKR,19878,16,58328
1/24/2023,77,Jonathan MATIAS,BRA,19835,10,86470
1/24/2023,78,Christian ADINATA,INA,19511,9,69006
1/24/2023,79,SU Li Yang,TPE,19320,16,94397
1/24/2023,80,Ade Resky DWICAHYO,AZE,18900,17,78890
1/24/2023,81,Max WEISSKIRCHEN,GER,18480,10,84815
1/24/2023,82,SON Wan Ho,KOR,18340,5,54346
1/24/2023,83,Lucas CLAERBOUT,FRA,18290,12,89506
1/24/2023,84,Joran KWEEKEL,NED,17973,12,62286
1/24/2023,85,Kartikey GULSHAN KUMAR,IND,17960,12,64794
1/24/2023,86,Bernardo ATILANO,POR,17818,11,83597
1/24/2023,87,Sholeh AIDIL,MAS,17387,13,79110
1/24/2023,88,Sathish Kumar KARUNAKARAN,IND,17280,13,79164
1/24/2023,89,Julien CARRAGGI,BEL,17158,16,70399
1/24/2023,90,Thomas ROUXEL,FRA,17110,7,38500
1/24/2023,91,Luka WRABER,AUT,16623,17,56274
1/24/2023,92,Giovanni TOTI,ITA,16252,16,69253
1/24/2023,93,Pablo ABIAN,ESP,16250,12,14251
1/24/2023,94,CHEN Chi Ting,TPE,16150,13,76994
1/24/2023,95,YEOH Seng Zoe,MAS,16080,11,95952
1/24/2023,96,SUN Fei Xiang,CHN,16000,9,57762
1/24/2023,97,Milan DRATVA,SVK,15750,19,68819
1/24/2023,98,S.Sankar Muthusamy SUBRAMANIAN,IND,15570,18,91814
1/24/2023,99,Khosit PHETPRADAB,THA,15269,5,29449
1/17/2023,1,Viktor AXELSEN,DEN,114006,14,25831
1/17/2023,2,LEE Zii Jia,MAS,76588,15,81561
1/17/2023,3,Anthony Sinisuka GINTING,INA,76299,17,95661
1/17/2023,4,Jonatan CHRISTIE,INA,75812,18,73442
1/17/2023,5,CHOU Tien Chen,TPE,75466,16,34810
1/17/2023,6,Kodai NARAOKA,JPN,70520,16,62063
1/17/2023,7,LOH Kean Yew,SGP,69244,17,76115
1/17/2023,8,Kunlavut VITIDSARN,THA,65079,13,64032
1/17/2023,9,PRANNOY H. S.,IND,64280,17,83950
1/17/2023,10,LU Guang Zu,CHN,58230,18,77427
1/17/2023,11,ZHAO Jun Peng,CHN,53501,16,95930
1/17/2023,12,Lakshya SEN,IND,53394,14,68870
1/17/2023,13,Kenta NISHIMOTO,JPN,51169,14,85394
1/17/2023,14,KIDAMBI Srikanth,IND,50651,15,93627
1/17/2023,15,LEE Cheuk Yiu,HKG,49331,16,94780
1/17/2023,16,Kanta TSUNEYAMA,JPN,49328,11,57823
1/17/2023,17,NG Ka Long Angus,HKG,48967,14,45171
1/17/2023,18,Kento MOMOTA,JPN,47454,10,89785
1/17/2023,19,Chico Aura DWI WARDOYO,INA,46698,15,71408
1/17/2023,20,Rasmus GEMKE,DEN,46421,10,62855
1/17/2023,21,WANG Tzu Wei,TPE,46226,13,87375
1/17/2023,22,LI Shi Feng,CHN,44153,14,95476
1/17/2023,23,Toma Junior POPOV,FRA,43063,15,61628
1/17/2023,24,Shesar Hiren RHUSTAVITO,INA,42733,15,81887
1/17/2023,25,WENG Hong Yang,CHN,42673,12,77042
1/17/2023,26,Anders ANTONSEN,DEN,42633,8,91554
1/17/2023,27,NG Tze Yong,MAS,40694,15,81362
1/17/2023,28,Brian YANG,CAN,39740,16,63122
1/17/2023,29,Nhat NGUYEN,IRL,39439,18,85095
1/17/2023,30,LIEW Daren,MAS,39239,15,52864
1/17/2023,31,Kantaphon WANGCHAROEN,THA,39122,17,92508
1/17/2023,32,Sitthikom THAMMASIN,THA,38926,16,58963
1/17/2023,33,SHI Yu Qi,CHN,38230,7,57945
1/17/2023,34,Hans-Kristian Solberg VITTINGHUS,DEN,34292,14,53753
1/17/2023,35,Arnaud MERKLE,FRA,34073,14,59543
1/17/2023,36,LIN Chun-Yi,TPE,34030,12,86114
1/17/2023,37,Mithun MANJUNATH,IND,33861,11,62720
1/17/2023,38,Misha ZILBERMAN,ISR,33704,13,52953
1/17/2023,39,HEO Kwang Hee,KOR,33675,14,68718
1/17/2023,40,Mark CALJOUW,NED,32530,15,76973
1/17/2023,41,Christo POPOV,FRA,31280,13,72885
1/17/2023,42,Brice LEVERDEZ,FRA,30370,13,52968
1/17/2023,43,Kiran GEORGE,IND,29367,14,68317
1/17/2023,44,CHEAM June Wei,MAS,29090,17,92796
1/17/2023,45,Sameer VERMA,IND,28630,10,77003
1/17/2023,46,Kevin CORDON,GUA,27587,9,54897
1/17/2023,47,Koki WATANABE,JPN,27180,10,97174
1/17/2023,48,Victor SVENDSEN,DEN,26840,14,59420
1/17/2023,49,Priyanshu RAJAWAT,IND,26746,11,69093
1/17/2023,50,SOONG Joo Ven,MAS,26600,13,87117
1/17/2023,51,Ygor COELHO,BRA,26489,13,96429
1/17/2023,52,Chia Hao LEE,TPE,25710,17,59322
1/17/2023,53,SAI PRANEETH B.,IND,25660,12,42776
1/17/2023,54,Luís Enrique PEÑALVER,ESP,24933,12,71221
1/17/2023,55,Meiraba Luwang MAISNAM,IND,24570,16,91651
1/17/2023,56,Mads CHRISTOPHERSEN,DEN,24400,13,83938
1/17/2023,57,Lucas CLAERBOUT,FRA,23730,13,89506
1/17/2023,58,Jan LOUDA,CZE,23540,13,61423
1/17/2023,59,PARUPALLI Kashyap,IND,23430,8,53944
1/17/2023,60,Magnus JOHANNESEN,DEN,22900,17,97030
1/17/2023,61,Kai SCHAEFER,GER,22382,16,20808
1/17/2023,62,Jason Anthony HO-SHUE,CAN,22267,9,93791
1/17/2023,63,Jia Heng Jason TEH,SGP,21409,18,82606
1/17/2023,64,Riku HATANO,JPN,21304,13,62018
1/17/2023,65,JEON Hyeok Jin,KOR,20999,9,65580
1/17/2023,66,LEONG Jun Hao,MAS,20967,12,84838
1/17/2023,67,Uriel Francisco CANJURA ARTIGA,ESA,20950,10,74579
1/17/2023,68,CHI Yu Jen,TPE,20910,16,77848
1/17/2023,69,Tommy SUGIARTO,INA,20780,9,14587
1/17/2023,70,Alex LANIER,FRA,20765,11,94580
1/17/2023,71,DANYLO BOSNIUK,UKR,20628,17,58328
1/17/2023,72,Kalle KOLJONEN,FIN,20591,12,92655
1/17/2023,73,Minoru KOGA,JPN,20560,10,80062
1/17/2023,74,Felix BURESTEDT,SWE,20465,13,83985
1/17/2023,75,Ade Resky DWICAHYO,AZE,20280,18,78890
1/17/2023,76,Yushi TANAKA,JPN,20230,10,86672
1/17/2023,77,LU Chia Hung,TPE,20209,16,91254
1/17/2023,78,Kartikey GULSHAN KUMAR,IND,20200,13,64794
1/17/2023,79,Julien CARRAGGI,BEL,20088,17,70399
1/17/2023,80,Ikhsan Leonardo Imanuel RUMBAY,INA,20041,10,90657
1/17/2023,81,Jonathan MATIAS,BRA,19835,10,86470
1/17/2023,82,Christian ADINATA,INA,19511,9,69006
1/17/2023,83,SU Li Yang,TPE,19320,16,94397
1/17/2023,84,Max WEISSKIRCHEN,GER,18480,10,84815
1/17/2023,85,SON Wan Ho,KOR,18340,5,54346
1/17/2023,86,Joran KWEEKEL,NED,17973,12,62286
1/17/2023,87,Bernardo ATILANO,POR,17818,11,83597
1/17/2023,88,YEOH Seng Zoe,MAS,17700,12,95952
1/17/2023,89,Sholeh AIDIL,MAS,17387,13,79110
1/17/2023,90,Sathish Kumar KARUNAKARAN,IND,17280,13,79164
1/17/2023,91,Thomas ROUXEL,FRA,17110,7,38500
1/17/2023,92,Luka WRABER,AUT,16623,17,56274
1/17/2023,93,S.Sankar Muthusamy SUBRAMANIAN,IND,16320,19,91814
1/17/2023,94,Giovanni TOTI,ITA,16252,16,69253
1/17/2023,95,Pablo ABIAN,ESP,16250,12,14251
1/17/2023,96,CHEN Chi Ting,TPE,16150,13,76994
1/17/2023,97,SUN Fei Xiang,CHN,16000,9,57762
1/17/2023,98,Milan DRATVA,SVK,15750,20,68819
1/17/2023,99,Chirag SEN,IND,15590,14,83657
1/10/2023,1,Viktor AXELSEN,DEN,108056,13,25831
1/10/2023,2,LEE Zii Jia,MAS,76588,14,81561
1/10/2023,3,Jonatan CHRISTIE,INA,75812,17,73442
1/10/2023,4,Anthony Sinisuka GINTING,INA,75749,16,95661
1/10/2023,5,CHOU Tien Chen,TPE,75466,15,34810
1/10/2023,6,LOH Kean Yew,SGP,70444,17,76115
1/10/2023,7,Kodai NARAOKA,JPN,64640,15,62063
1/10/2023,8,PRANNOY H. S.,IND,62720,17,83950
1/10/2023,9,Kunlavut VITIDSARN,THA,59679,12,64032
1/10/2023,10,Lakshya SEN,IND,59594,14,68870
1/10/2023,11,LU Guang Zu,CHN,58230,17,77427
1/10/2023,12,ZHAO Jun Peng,CHN,51361,15,95930
1/10/2023,13,KIDAMBI Srikanth,IND,50651,15,93627
1/10/2023,14,LEE Cheuk Yiu,HKG,49331,15,94780
1/10/2023,15,NG Ka Long Angus,HKG,48627,13,45171
1/10/2023,16,Kento MOMOTA,JPN,47454,10,89785
1/10/2023,17,Kenta NISHIMOTO,JPN,47229,13,85394
1/10/2023,18,WANG Tzu Wei,TPE,46226,12,87375
1/10/2023,19,Chico Aura DWI WARDOYO,INA,44118,14,71408
1/10/2023,20,LI Shi Feng,CHN,43813,13,95476
1/10/2023,21,Rasmus GEMKE,DEN,43421,9,62855
1/10/2023,22,Brian YANG,CAN,43160,16,63122
1/10/2023,23,Toma Junior POPOV,FRA,42723,14,61628
1/10/2023,24,Shesar Hiren RHUSTAVITO,INA,42393,14,81887
1/10/2023,25,NG Tze Yong,MAS,42314,15,81362
1/10/2023,26,Kanta TSUNEYAMA,JPN,42228,10,57823
1/10/2023,27,WENG Hong Yang,CHN,41893,11,77042
1/10/2023,28,Nhat NGUYEN,IRL,41479,18,85095
1/10/2023,29,Sitthikom THAMMASIN,THA,38926,16,58963
1/10/2023,30,Anders ANTONSEN,DEN,37833,7,91554
1/10/2023,31,LIEW Daren,MAS,37099,14,52864
1/10/2023,32,Kantaphon WANGCHAROEN,THA,36982,16,92508
1/10/2023,33,Mithun MANJUNATH,IND,35941,12,62720
1/10/2023,34,SHI Yu Qi,CHN,35230,6,57945
1/10/2023,35,Arnaud MERKLE,FRA,34073,15,59543
1/10/2023,36,LIN Chun-Yi,TPE,34030,12,86114
1/10/2023,37,Misha ZILBERMAN,ISR,33704,13,52953
1/10/2023,38,HEO Kwang Hee,KOR,33675,14,68718
1/10/2023,39,Hans-Kristian Solberg VITTINGHUS,DEN,33512,13,53753
1/10/2023,40,Mark CALJOUW,NED,32530,15,76973
1/10/2023,41,Christo POPOV,FRA,31280,13,72885
1/10/2023,42,Sameer VERMA,IND,30560,11,77003
1/10/2023,43,Brice LEVERDEZ,FRA,30370,13,52968
1/10/2023,44,Kiran GEORGE,IND,30067,15,68317
1/10/2023,45,SOONG Joo Ven,MAS,29280,14,87117
1/10/2023,46,CHEAM June Wei,MAS,29200,18,92796
1/10/2023,47,Priyanshu RAJAWAT,IND,28086,12,69093
1/10/2023,48,Kevin CORDON,GUA,27587,9,54897
1/10/2023,49,Koki WATANABE,JPN,27180,10,97174
1/10/2023,50,Victor SVENDSEN,DEN,26840,14,59420
1/10/2023,51,Ygor COELHO,BRA,26489,13,96429
1/10/2023,52,Lucas CLAERBOUT,FRA,26410,14,89506
1/10/2023,53,Chia Hao LEE,TPE,25710,17,59322
1/10/2023,54,SAI PRANEETH B.,IND,25660,12,42776
1/10/2023,55,Luís Enrique PEÑALVER,ESP,24933,12,71221
1/10/2023,56,Meiraba Luwang MAISNAM,IND,24570,16,91651
1/10/2023,57,Mads CHRISTOPHERSEN,DEN,23950,12,83938
1/10/2023,58,Jan LOUDA,CZE,23540,13,61423
1/10/2023,59,PARUPALLI Kashyap,IND,23430,8,53944
1/10/2023,60,Tommy SUGIARTO,INA,23000,10,14587
1/10/2023,61,Kalle KOLJONEN,FIN,22821,12,92655
1/10/2023,62,Felix BURESTEDT,SWE,22545,13,83985
1/10/2023,63,Magnus JOHANNESEN,DEN,22520,16,97030
1/10/2023,64,Kai SCHAEFER,GER,22382,15,20808
1/10/2023,65,Jason Anthony HO-SHUE,CAN,22267,9,93791
1/10/2023,66,Kartikey GULSHAN KUMAR,IND,21500,14,64794
1/10/2023,67,Jia Heng Jason TEH,SGP,21409,18,82606
1/10/2023,68,Riku HATANO,JPN,21304,13,62018
1/10/2023,69,Alex LANIER,FRA,21135,11,94580
1/10/2023,70,JEON Hyeok Jin,KOR,20999,9,65580
1/10/2023,71,LEONG Jun Hao,MAS,20967,12,84838
1/10/2023,72,Uriel Francisco CANJURA ARTIGA,ESA,20950,10,74579
1/10/2023,73,CHI Yu Jen,TPE,20910,16,77848
1/10/2023,74,DANYLO BOSNIUK,UKR,20628,16,58328
1/10/2023,75,Ade Resky DWICAHYO,AZE,20280,17,78890
1/10/2023,76,LU Chia Hung,TPE,20209,16,91254
1/10/2023,77,Kim BRUUN,DEN,20160,9,96545
1/10/2023,78,Julien CARRAGGI,BEL,20088,17,70399
1/10/2023,79,Ikhsan Leonardo Imanuel RUMBAY,INA,20041,10,90657
1/10/2023,80,Jonathan MATIAS,BRA,19835,10,86470
1/10/2023,81,Minoru KOGA,JPN,19640,9,80062
1/10/2023,82,Christian ADINATA,INA,19511,9,69006
1/10/2023,83,SU Li Yang,TPE,19320,16,94397
1/10/2023,84,Max WEISSKIRCHEN,GER,18480,10,84815
1/10/2023,85,SON Wan Ho,KOR,18340,5,54346
1/10/2023,86,Bernardo ATILANO,POR,17818,12,83597
1/10/2023,87,Yushi TANAKA,JPN,17730,9,86672
1/10/2023,88,YEOH Seng Zoe,MAS,17700,12,95952
1/10/2023,89,Pablo ABIAN,ESP,17550,13,14251
1/10/2023,90,Sholeh AIDIL,MAS,17387,13,79110
1/10/2023,91,Sathish Kumar KARUNAKARAN,IND,17280,13,79164
1/10/2023,92,Joran KWEEKEL,NED,17203,11,62286
1/10/2023,93,Thomas ROUXEL,FRA,17110,7,38500
1/10/2023,94,Chirag SEN,IND,16890,15,83657
1/10/2023,95,Luka WRABER,AUT,16623,17,56274
1/10/2023,96,Subhankar DEY,IND,16480,13,60967
1/10/2023,97,S.Sankar Muthusamy SUBRAMANIAN,IND,16320,19,91814
1/10/2023,98,Giovanni TOTI,ITA,16252,15,69253
1/10/2023,99,Harshit AGGARWAL,IND,16180,14,58670
1/3/2023,1,Viktor AXELSEN,DEN,108056,13,25831
1/3/2023,2,LEE Zii Jia,MAS,76588,14,81561
1/3/2023,3,Jonatan CHRISTIE,INA,75812,17,73442
1/3/2023,4,Anthony Sinisuka GINTING,INA,75749,16,95661
1/3/2023,5,CHOU Tien Chen,TPE,75466,15,34810
1/3/2023,6,LOH Kean Yew,SGP,70444,17,76115
1/3/2023,7,Kodai NARAOKA,JPN,64640,15,62063
1/3/2023,8,PRANNOY H. S.,IND,62720,17,83950
1/3/2023,9,Kunlavut VITIDSARN,THA,59679,12,64032
1/3/2023,10,Lakshya SEN,IND,59594,14,68870
1/3/2023,11,LU Guang Zu,CHN,58230,17,77427
1/3/2023,12,ZHAO Jun Peng,CHN,51361,15,95930
1/3/2023,13,KIDAMBI Srikanth,IND,50651,15,93627
1/3/2023,14,LEE Cheuk Yiu,HKG,49331,15,94780
1/3/2023,15,NG Ka Long Angus,HKG,48627,13,45171
1/3/2023,16,Kento MOMOTA,JPN,47454,10,89785
1/3/2023,17,Kenta NISHIMOTO,JPN,47229,13,85394
1/3/2023,18,WANG Tzu Wei,TPE,46226,12,87375
1/3/2023,19,Chico Aura DWI WARDOYO,INA,44118,14,71408
1/3/2023,20,LI Shi Feng,CHN,43813,13,95476
1/3/2023,21,Rasmus GEMKE,DEN,43421,9,62855
1/3/2023,22,Brian YANG,CAN,43160,16,63122
1/3/2023,23,Toma Junior POPOV,FRA,42723,14,61628
1/3/2023,24,Shesar Hiren RHUSTAVITO,INA,42393,14,81887
1/3/2023,25,NG Tze Yong,MAS,42314,15,81362
1/3/2023,26,Kanta TSUNEYAMA,JPN,42228,10,57823
1/3/2023,27,WENG Hong Yang,CHN,41893,11,77042
1/3/2023,28,Nhat NGUYEN,IRL,41479,18,85095
1/3/2023,29,Sitthikom THAMMASIN,THA,38926,16,58963
1/3/2023,30,Anders ANTONSEN,DEN,37833,7,91554
1/3/2023,31,LIEW Daren,MAS,37099,14,52864
1/3/2023,32,Kantaphon WANGCHAROEN,THA,36982,16,92508
1/3/2023,33,Mithun MANJUNATH,IND,35941,12,62720
1/3/2023,34,SHI Yu Qi,CHN,35230,6,57945
1/3/2023,35,Arnaud MERKLE,FRA,34073,15,59543
1/3/2023,36,LIN Chun-Yi,TPE,34030,12,86114
1/3/2023,37,Misha ZILBERMAN,ISR,33704,13,52953
1/3/2023,38,HEO Kwang Hee,KOR,33675,14,68718
1/3/2023,39,Hans-Kristian Solberg VITTINGHUS,DEN,33512,13,53753
1/3/2023,40,Mark CALJOUW,NED,32530,15,76973
1/3/2023,41,Christo POPOV,FRA,31280,13,72885
1/3/2023,42,Sameer VERMA,IND,30560,11,77003
1/3/2023,43,Brice LEVERDEZ,FRA,30370,13,52968
1/3/2023,44,Kiran GEORGE,IND,30067,15,68317
1/3/2023,45,SOONG Joo Ven,MAS,29280,14,87117
1/3/2023,46,CHEAM June Wei,MAS,29200,18,92796
1/3/2023,47,Priyanshu RAJAWAT,IND,28086,12,69093
1/3/2023,48,Kevin CORDON,GUA,27587,9,54897
1/3/2023,49,Koki WATANABE,JPN,27180,10,97174
1/3/2023,50,Victor SVENDSEN,DEN,26840,14,59420
1/3/2023,51,Ygor COELHO,BRA,26489,13,96429
1/3/2023,52,Lucas CLAERBOUT,FRA,26410,14,89506
1/3/2023,53,Chia Hao LEE,TPE,25710,17,59322
1/3/2023,54,SAI PRANEETH B.,IND,25660,12,42776
1/3/2023,55,Luís Enrique PEÑALVER,ESP,24933,12,71221
1/3/2023,56,Meiraba Luwang MAISNAM,IND,24570,16,91651
1/3/2023,57,Mads CHRISTOPHERSEN,DEN,23950,12,83938
1/3/2023,58,Jan LOUDA,CZE,23540,13,61423
1/3/2023,59,PARUPALLI Kashyap,IND,23430,8,53944
1/3/2023,60,Tommy SUGIARTO,INA,23000,10,14587
1/3/2023,61,Kalle KOLJONEN,FIN,22821,12,92655
1/3/2023,62,Felix BURESTEDT,SWE,22545,13,83985
1/3/2023,63,Magnus JOHANNESEN,DEN,22520,16,97030
1/3/2023,64,Kai SCHAEFER,GER,22382,15,20808
1/3/2023,65,Jason Anthony HO-SHUE,CAN,22267,9,93791
1/3/2023,66,Kartikey GULSHAN KUMAR,IND,21500,14,64794
